,aspiration-std,aspiration-turbo,body-style,bore,city-L/100km,city-mpg,compression-ratio,curb-weight,drive-wheels,engine-location,engine-size,engine-type,fuel-system,fuel-type-diesel,fuel-type-gas,height,highway-mpg,horsepower,horsepower-binned,length,make,normalized-losses,num-of-cylinders,num-of-doors,peak-rpm,price,stroke,symboling,wheel-base,width,aspiration-std,aspiration-turbo
128,,,hatchback,3.54,11.19047619,21,9.31,2658,fwd,front,121,ohc,mpfi,0,1,0.93812709,8.392857143,110,Low,0.896684286,saab,150,four,two,5250,11850,3.07,3,99.1,0.923611111,1,0
129,,,sedan,3.54,11.19047619,21,9.3,2695,fwd,front,121,ohc,mpfi,0,1,0.93812709,8.392857143,110,Low,0.896684286,saab,104,four,four,5250,12170,3.07,2,99.1,0.923611111,1,0
130,,,hatchback,2.54,11.19047619,21,9.3,2707,fwd,front,121,ohc,mpfi,0,1,0.93812709,8.392857143,110,Low,0.896684286,saab,150,four,two,5250,15040,2.07,3,99.1,0.923611111,1,0
131,,,sedan,3.54,11.19047619,21,9.3,2758,fwd,front,121,ohc,mpfi,0,1,0.93812709,8.392857143,110,Low,0.896684286,saab,104,four,four,5250,15510,3.07,2,99.1,0.923611111,1,0
132,,,hatchback,3.54,12.36842105,19,9,2808,fwd,front,121,dohc,mpfi,0,1,0.93812709,9.038461538,160,Medium,0.896684286,saab,150,four,two,5500,18150,3.07,3,99.1,0.923611111,0,1
133,,,sedan,3.54,12.36842105,19,9,2847,fwd,front,121,dohc,mpfi,0,1,0.93812709,9.038461538,160,Medium,0.896684286,saab,104,four,four,5500,18620,3.07,2,99.1,0.923611111,0,1
134,,,hatchback,3.62,7.580645161,31,9,2050,fwd,front,97,ohcf,2bbl,0,1,0.897993311,6.527777778,69,Low,0.75396444,subaru,83,four,two,4900,5118,2.36,2,93.7,0.880555556,1,0
135,,,hatchback,3.62,9.038461538,26,8.7,2120,fwd,front,108,ohcf,2bbl,0,1,0.897993311,7.580645161,73,Low,0.758769822,subaru,83,four,two,4400,7053,2.64,2,93.7,0.883333333,1,0
136,,,hatchback,3.62,9.038461538,26,8.7,2240,4wd,front,108,ohcf,2bbl,0,1,0.931438127,7.580645161,73,Low,0.755886593,subaru,83,four,two,4400,7603,2.64,2,93.3,0.886111111,1,0
137,,,sedan,3.62,7.34375,32,9.5,2145,fwd,front,108,ohcf,2bbl,0,1,0.877926421,6.351351351,82,Low,0.826525709,subaru,102,four,four,4800,7126,2.64,0,97.2,0.908333333,1,0
138,,,sedan,3.62,8.392857143,28,9.5,2190,fwd,front,108,ohcf,2bbl,0,1,0.877926421,7.121212121,82,Low,0.826525709,subaru,102,four,four,4400,7775,2.64,0,97.2,0.908333333,1,0
139,,,sedan,3.62,9.038461538,26,9,2340,fwd,front,108,ohcf,mpfi,0,1,0.877926421,7.34375,94,Low,0.826525709,subaru,102,four,four,5200,9960,2.64,0,97.2,0.908333333,1,0
140,,,sedan,3.62,9.791666667,24,9,2385,4wd,front,108,ohcf,2bbl,0,1,0.908026756,9.4,82,Low,0.826525709,subaru,102,four,four,4800,9233,2.64,0,97,0.908333333,1,0
141,,,sedan,3.62,9.791666667,24,7.7,2510,4wd,front,108,ohcf,mpfi,0,1,0.908026756,8.103448276,111,Low,0.826525709,subaru,102,four,four,4800,11259,2.64,0,97,0.908333333,0,1
142,,,wagon,3.62,8.392857143,28,9,2290,fwd,front,108,ohcf,2bbl,0,1,0.886287625,7.34375,82,Low,0.833733782,subaru,89,four,four,4800,7463,2.64,0,97,0.908333333,1,0
143,,,wagon,3.62,9.4,25,9,2455,fwd,front,108,ohcf,mpfi,0,1,0.886287625,7.580645161,94,Low,0.833733782,subaru,89,four,four,5200,10198,2.64,0,97,0.908333333,1,0
144,,,wagon,3.62,10.2173913,23,9,2420,4wd,front,108,ohcf,2bbl,0,1,0.918060201,8.103448276,82,Low,0.83421432,subaru,85,four,four,4800,8013,2.64,0,96.9,0.908333333,1,0
145,,,wagon,3.62,10.2173913,23,7.7,2650,4wd,front,108,ohcf,mpfi,0,1,0.918060201,10.2173913,111,Low,0.83421432,subaru,85,four,four,4800,11694,2.64,0,96.9,0.908333333,0,1
146,,,hatchback,3.05,6.714285714,35,9,1985,fwd,front,92,ohc,2bbl,0,1,0.911371237,6.025641026,62,Low,0.762614128,toyota,87,four,two,4800,5348,3.03,1,95.7,0.883333333,1,0
147,,,hatchback,3.05,7.580645161,31,9,2040,fwd,front,92,ohc,2bbl,0,1,0.911371237,6.184210526,62,Low,0.762614128,toyota,87,four,two,4800,6338,3.03,1,95.7,0.883333333,1,0
148,,,hatchback,3.05,7.580645161,31,9,2015,fwd,front,92,ohc,2bbl,0,1,0.911371237,6.184210526,62,Low,0.762614128,toyota,74,four,four,4800,6488,3.03,1,95.7,0.883333333,1,0
149,,,wagon,3.05,7.580645161,31,9,2280,fwd,front,92,ohc,2bbl,0,1,0.988294314,6.351351351,62,Low,0.81547333,toyota,77,four,four,4800,6918,3.03,0,95.7,0.883333333,1,0
150,,,wagon,3.05,8.703703704,27,9,2290,4wd,front,92,ohc,2bbl,0,1,0.988294314,7.34375,62,Low,0.81547333,toyota,81,four,four,4800,7898,3.03,0,95.7,0.883333333,1,0
151,,,wagon,3.05,8.703703704,27,9,3110,4wd,front,92,ohc,2bbl,0,1,0.988294314,7.34375,62,Low,0.81547333,toyota,91,four,four,4800,8778,3.03,0,95.7,0.883333333,1,0
152,,,sedan,3.19,7.833333333,30,9,2081,fwd,front,98,ohc,2bbl,0,1,0.886287625,6.351351351,70,Low,0.799135031,toyota,91,four,four,4800,6938,3.03,0,95.7,0.894444444,1,0
153,,,hatchback,3.19,7.833333333,30,9,2109,fwd,front,98,ohc,2bbl,0,1,0.882943144,6.351351351,70,Low,0.799135031,toyota,91,four,four,4800,7198,3.03,0,95.7,0.894444444,1,0
154,,,sedan,3.27,6.911764706,34,22.5,2275,fwd,front,110,ohc,idi,1,0,0.886287625,6.527777778,56,Low,0.799135031,toyota,91,four,four,4500,7898,3.35,0,95.7,0.894444444,1,0
155,,,hatchback,3.27,6.184210526,38,22.5,2275,fwd,front,110,ohc,idi,1,0,0.882943144,5,56,Low,0.799135031,toyota,91,four,four,4500,7788,3.35,0,95.7,0.894444444,1,0
156,,,sedan,3.19,6.184210526,38,9,2094,fwd,front,98,ohc,2bbl,0,1,0.886287625,5,70,Low,0.799135031,toyota,91,four,four,4800,7738,3.03,0,95.7,0.894444444,1,0
157,,,hatchback,3.19,8.392857143,28,9,2122,fwd,front,98,ohc,2bbl,0,1,0.882943144,6.911764706,70,Low,0.799135031,toyota,91,four,four,4800,8358,3.03,0,95.7,0.894444444,1,0
158,,,sedan,3.19,8.392857143,28,9,2140,fwd,front,98,ohc,2bbl,0,1,0.882943144,6.911764706,70,Low,0.799135031,toyota,91,four,four,4800,9258,3.03,0,95.7,0.894444444,1,0
159,,,sedan,3.19,8.103448276,29,9,2169,rwd,front,98,ohc,2bbl,0,1,0.879598662,6.911764706,70,Low,0.810667948,toyota,168,four,two,4800,8058,3.03,1,94.5,0.888888889,1,0
160,,,hatchback,3.19,8.103448276,29,9,2204,rwd,front,98,ohc,2bbl,0,1,0.879598662,6.911764706,70,Low,0.810667948,toyota,168,four,two,4800,8238,3.03,1,94.5,0.888888889,1,0
161,,,sedan,3.24,9.038461538,26,9.4,2265,rwd,front,98,dohc,mpfi,0,1,0.879598662,8.103448276,112,Low,0.810667948,toyota,168,four,two,6600,9298,3.08,1,94.5,0.888888889,1,0
162,,,hatchback,3.24,9.038461538,26,9.4,2300,rwd,front,98,dohc,mpfi,0,1,0.879598662,8.103448276,112,Low,0.810667948,toyota,168,four,two,6600,9538,3.08,1,94.5,0.888888889,1,0
163,,,hardtop,3.62,9.791666667,24,9.3,2540,rwd,front,146,ohc,mpfi,0,1,0.869565217,7.833333333,116,Low,0.846708313,toyota,134,four,two,4800,8449,3.5,2,98.4,0.911111111,1,0
164,,,hardtop,3.62,9.791666667,24,9.3,2536,rwd,front,146,ohc,mpfi,0,1,0.869565217,7.833333333,116,Low,0.846708313,toyota,134,four,two,4800,9639,3.5,2,98.4,0.911111111,1,0
165,,,hatchback,3.62,9.791666667,24,9.3,2551,rwd,front,146,ohc,mpfi,0,1,0.869565217,7.833333333,116,Low,0.846708313,toyota,134,four,two,4800,9989,3.5,2,98.4,0.911111111,1,0
166,,,hardtop,3.62,9.791666667,24,9.3,2679,rwd,front,146,ohc,mpfi,0,1,0.869565217,7.833333333,116,Low,0.846708313,toyota,134,four,two,4800,11199,3.5,2,98.4,0.911111111,1,0
167,,,hatchback,3.62,9.791666667,24,9.3,2714,rwd,front,146,ohc,mpfi,0,1,0.869565217,7.833333333,116,Low,0.846708313,toyota,134,four,two,4800,11549,3.5,2,98.4,0.911111111,1,0
168,,,convertible,3.62,9.791666667,24,9.3,2975,rwd,front,146,ohc,mpfi,0,1,0.886287625,7.833333333,116,Low,0.846708313,toyota,134,four,two,4800,17669,3.5,2,98.4,0.911111111,1,0
169,,,sedan,3.31,8.103448276,29,8.7,2326,fwd,front,122,ohc,mpfi,0,1,0.918060201,6.911764706,92,Low,0.843825084,toyota,65,four,four,4200,8948,3.54,-1,102.4,0.923611111,1,0
170,,,sedan,3.27,7.833333333,30,22.5,2480,fwd,front,110,ohc,idi,1,0,0.918060201,7.121212121,73,Low,0.843825084,toyota,65,four,four,4500,10698,3.35,-1,102.4,0.923611111,0,1
171,,,hatchback,3.31,8.703703704,27,8.7,2414,fwd,front,122,ohc,mpfi,0,1,0.901337793,7.34375,92,Low,0.843825084,toyota,65,four,four,4200,9988,3.54,-1,102.4,0.923611111,1,0
172,,,sedan,3.31,8.703703704,27,8.7,2414,fwd,front,122,ohc,mpfi,0,1,0.918060201,7.34375,92,Low,0.843825084,toyota,65,four,four,4200,10898,3.54,-1,102.4,0.923611111,1,0
173,,,hatchback,3.31,8.703703704,27,8.7,2458,fwd,front,122,ohc,mpfi,0,1,0.901337793,7.34375,92,Low,0.843825084,toyota,65,four,four,4200,11248,3.54,-1,102.4,0.923611111,1,0
174,,,hatchback,3.27,11.75,20,9.3,2976,rwd,front,171,dohc,mpfi,0,1,0.869565217,9.791666667,161,Medium,0.881787602,toyota,197,six,two,5200,16558,3.35,3,102.9,0.940277778,1,0
175,,,hatchback,3.27,12.36842105,19,9.3,3016,rwd,front,171,dohc,mpfi,0,1,0.869565217,9.791666667,161,Medium,0.881787602,toyota,197,six,two,5200,15998,3.35,3,102.9,0.940277778,1,0
176,,,sedan,3.27,11.75,20,9.2,3131,rwd,front,171,dohc,mpfi,0,1,0.904682274,9.791666667,156,Medium,0.902450745,toyota,90,six,four,5200,15690,3.35,-1,104.5,0.923611111,1,0
177,,,wagon,3.27,12.36842105,19,9.2,3151,rwd,front,161,dohc,mpfi,0,1,0.904682274,9.791666667,156,Medium,0.902450745,toyota,122,six,four,5200,15750,3.35,-1,104.5,0.923611111,1,0
178,,,sedan,3.01,6.351351351,37,23,2261,fwd,front,97,ohc,idi,1,0,0.931438127,5.108695652,52,Low,0.825084094,volkswagen,122,four,two,4800,7775,3.4,2,97.3,0.909722222,1,0
179,,,sedan,3.19,8.703703704,27,9,2209,fwd,front,109,ohc,mpfi,0,1,0.931438127,6.911764706,85,Low,0.825084094,volkswagen,122,four,two,5250,7975,3.4,2,97.3,0.909722222,1,0
180,,,sedan,3.01,6.351351351,37,23,2264,fwd,front,97,ohc,idi,1,0,0.931438127,5.108695652,52,Low,0.825084094,volkswagen,94,four,four,4800,7995,3.4,2,97.3,0.909722222,1,0
181,,,sedan,3.19,8.703703704,27,9,2212,fwd,front,109,ohc,mpfi,0,1,0.931438127,6.911764706,85,Low,0.825084094,volkswagen,94,four,four,5250,8195,3.4,2,97.3,0.909722222,1,0
182,,,sedan,3.19,8.703703704,27,9,2275,fwd,front,109,ohc,mpfi,0,1,0.931438127,6.911764706,85,Low,0.825084094,volkswagen,94,four,four,5250,8495,3.4,2,97.3,0.909722222,1,0
183,,,sedan,3.01,6.351351351,37,23,2319,fwd,front,97,ohc,idi,1,0,0.931438127,5.595238095,68,Low,0.825084094,volkswagen,94,four,four,4500,9495,3.4,2,97.3,0.909722222,0,1
184,,,sedan,3.19,9.038461538,26,10,2300,fwd,front,109,ohc,mpfi,0,1,0.931438127,7.34375,100,Low,0.825084094,volkswagen,94,four,four,5500,9995,3.4,2,97.3,0.909722222,1,0
185,,,convertible,3.19,9.791666667,24,8.5,2254,fwd,front,109,ohc,mpfi,0,1,0.929765886,8.103448276,90,Low,0.765497357,volkswagen,122,four,two,5500,11595,3.4,3,94.5,0.891666667,1,0
186,,,hatchback,3.19,9.791666667,24,8.5,2221,fwd,front,109,ohc,mpfi,0,1,0.859531773,8.103448276,90,Low,0.796251802,volkswagen,256,four,two,5500,9980,3.4,3,94.5,0.888888889,1,0
187,,,sedan,3.19,12.36842105,19,8.5,2661,fwd,front,136,ohc,mpfi,0,1,0.921404682,9.791666667,110,Low,0.865929841,volkswagen,122,five,four,5500,13295,3.4,0,100.4,0.929166667,1,0
188,,,sedan,3.01,7.121212121,33,23,2579,fwd,front,97,ohc,idi,1,0,0.921404682,6.184210526,68,Low,0.865929841,volkswagen,122,four,four,4500,13845,3.4,0,100.4,0.929166667,0,1
189,,,wagon,3.19,9.4,25,9,2563,fwd,front,109,ohc,mpfi,0,1,0.921404682,7.580645161,88,Low,0.879865449,volkswagen,122,four,four,5500,12290,3.4,0,100.4,0.929166667,1,0
190,,,sedan,3.78,10.2173913,23,9.5,2912,rwd,front,141,ohc,mpfi,0,1,0.939799331,8.392857143,114,Low,0.907256127,volvo,103,four,four,5400,12940,3.15,-2,104.3,0.933333333,1,0
191,,,wagon,3.78,10.2173913,23,9.5,3034,rwd,front,141,ohc,mpfi,0,1,0.961538462,8.392857143,114,Low,0.907256127,volvo,74,four,four,5400,13415,3.15,-1,104.3,0.933333333,1,0
192,,,sedan,3.78,9.791666667,24,9.5,2935,rwd,front,141,ohc,mpfi,0,1,0.939799331,8.392857143,114,Low,0.907256127,volvo,103,four,four,5400,15985,3.15,-2,104.3,0.933333333,1,0
193,,,wagon,3.78,9.791666667,24,9.5,3042,rwd,front,141,ohc,mpfi,0,1,0.961538462,8.392857143,114,Low,0.907256127,volvo,74,four,four,5400,16515,3.15,-1,104.3,0.933333333,1,0
194,,,sedan,3.62,13.82352941,17,7.5,3045,rwd,front,130,ohc,mpfi,0,1,0.939799331,10.68181818,162,Medium,0.907256127,volvo,103,four,four,5100,18420,3.15,-2,104.3,0.933333333,0,1
195,,,wagon,3.62,13.82352941,17,7.5,3157,rwd,front,130,ohc,mpfi,0,1,0.961538462,10.68181818,162,Medium,0.907256127,volvo,74,four,four,5100,18950,3.15,-1,104.3,0.933333333,0,1
196,,,sedan,3.78,10.2173913,23,9.5,2952,rwd,front,141,ohc,mpfi,0,1,0.928093645,8.392857143,114,Low,0.907256127,volvo,95,four,four,5400,16845,3.15,-1,109.1,0.956944444,1,0
197,,,sedan,3.78,12.36842105,19,8.7,3049,rwd,front,141,ohc,mpfi,0,1,0.928093645,9.4,160,Medium,0.907256127,volvo,95,four,four,5300,19045,3.15,-1,109.1,0.955555556,0,1
198,,,sedan,3.58,13.05555556,18,8.8,3012,rwd,front,173,ohcv,mpfi,0,1,0.928093645,10.2173913,134,Medium,0.907256127,volvo,95,six,four,5500,21485,2.87,-1,109.1,0.956944444,1,0
199,,,sedan,3.01,9.038461538,26,23,3217,rwd,front,145,ohc,idi,1,0,0.928093645,8.703703704,106,Low,0.907256127,volvo,95,six,four,4800,22470,3.4,-1,109.1,0.956944444,0,1
200,,,sedan,3.78,12.36842105,19,9.5,3062,rwd,front,141,ohc,mpfi,0,1,0.928093645,9.4,114,Low,0.907256127,volvo,95,four,four,5400,22625,3.15,-1,109.1,0.956944444,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
